Indicador;Comunidad autónoma;Grupos de gasto;periodo;Total
GASTO MEDIO POR PERSONA (Euros);Canarias;Servicios culturales;2019;42,3
GASTO MEDIO POR PERSONA (Euros);Canarias;Servicios culturales;2018;28,8
GASTO MEDIO POR PERSONA (Euros);Canarias;Servicios culturales;2017;30,9
GASTO MEDIO POR PERSONA (Euros);Canarias;Servicios culturales;2016;41,2
GASTO MEDIO POR PERSONA (Euros);Canarias;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2023;64,9
GASTO MEDIO POR PERSONA (Euros);Canarias;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2022;79,9
GASTO MEDIO POR PERSONA (Euros);Canarias;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2021;71,6
GASTO MEDIO POR PERSONA (Euros);Canarias;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2020;67,2
GASTO MEDIO POR PERSONA (Euros);Canarias;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2019;62,9
GASTO MEDIO POR PERSONA (Euros);Canarias;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2018;61,2
GASTO MEDIO POR PERSONA (Euros);Canarias;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2017;58,9
GASTO MEDIO POR PERSONA (Euros);Canarias;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2016;64,1
GASTO MEDIO POR PERSONA (Euros);Canarias;Telefonía móvil y servicios relacionados con Internet;2023;74,2
GASTO MEDIO POR PERSONA (Euros);Canarias;Telefonía móvil y servicios relacionados con Internet;2022;84,5
GASTO MEDIO POR PERSONA (Euros);Canarias;Telefonía móvil y servicios relacionados con Internet;2021;77,8
GASTO MEDIO POR PERSONA (Euros);Canarias;Telefonía móvil y servicios relacionados con Internet;2020;82,2
GASTO MEDIO POR PERSONA (Euros);Canarias;Telefonía móvil y servicios relacionados con Internet;2019;94,9
GASTO MEDIO POR PERSONA (Euros);Canarias;Telefonía móvil y servicios relacionados con Internet;2018;102,4
GASTO MEDIO POR PERSONA (Euros);Canarias;Telefonía móvil y servicios relacionados con Internet;2017;121,1
GASTO MEDIO POR PERSONA (Euros);Canarias;Telefonía móvil y servicios relacionados con Internet;2016;117,0
GASTO MEDIO POR PERSONA (Euros);Cantabria;Libro y publicaciones periódicas;2023;47,0
GASTO MEDIO POR PERSONA (Euros);Cantabria;Libro y publicaciones periódicas;2022;38,3
GASTO MEDIO POR PERSONA (Euros);Cantabria;Libro y publicaciones periódicas;2021;41,9
GASTO MEDIO POR PERSONA (Euros);Cantabria;Libro y publicaciones periódicas;2020;38,5
GASTO MEDIO POR PERSONA (Euros);Cantabria;Libro y publicaciones periódicas;2019;57,6
GASTO MEDIO POR PERSONA (Euros);Cantabria;Libro y publicaciones periódicas;2018;57,2
GASTO MEDIO POR PERSONA (Euros);Cantabria;Libro y publicaciones periódicas;2017;68,5
GASTO MEDIO POR PERSONA (Euros);Cantabria;Libro y publicaciones periódicas;2016;72,6
GASTO MEDIO POR PERSONA (Euros);Cantabria;Servicios culturales;2023;33,5
GASTO MEDIO POR PERSONA (Euros);Cantabria;Servicios culturales;2022;23,7
GASTO MEDIO POR PERSONA (Euros);Cantabria;Servicios culturales;2021;20,9
GASTO MEDIO POR PERSONA (Euros);Cantabria;Servicios culturales;2020;16,1
GASTO MEDIO POR PERSONA (Euros);Cantabria;Servicios culturales;2019;48,0
GASTO MEDIO POR PERSONA (Euros);Cantabria;Servicios culturales;2018;42,8
GASTO MEDIO POR PERSONA (Euros);Cantabria;Servicios culturales;2017;48,6
GASTO MEDIO POR PERSONA (Euros);Cantabria;Servicios culturales;2016;57,3
GASTO MEDIO POR PERSONA (Euros);Cantabria;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2023;59,5
GASTO MEDIO POR PERSONA (Euros);Cantabria;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2022;59,2
GASTO MEDIO POR PERSONA (Euros);Cantabria;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2021;74,5
GASTO MEDIO POR PERSONA (Euros);Cantabria;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2020;56,5
GASTO MEDIO POR PERSONA (Euros);Cantabria;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2019;66,5
GASTO MEDIO POR PERSONA (Euros);Cantabria;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2018;75,4
GASTO MEDIO POR PERSONA (Euros);Cantabria;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2017;70,9
GASTO MEDIO POR PERSONA (Euros);Cantabria;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2016;55,6
GASTO MEDIO POR PERSONA (Euros);Cantabria;Telefonía móvil y servicios relacionados con Internet;2023;59,3
GASTO MEDIO POR PERSONA (Euros);Cantabria;Telefonía móvil y servicios relacionados con Internet;2022;73,7
GASTO MEDIO POR PERSONA (Euros);Cantabria;Telefonía móvil y servicios relacionados con Internet;2021;68,5
GASTO MEDIO POR PERSONA (Euros);Cantabria;Telefonía móvil y servicios relacionados con Internet;2020;64,1
GASTO MEDIO POR PERSONA (Euros);Cantabria;Telefonía móvil y servicios relacionados con Internet;2019;90,5
GASTO MEDIO POR PERSONA (Euros);Cantabria;Telefonía móvil y servicios relacionados con Internet;2018;89,1
GASTO MEDIO POR PERSONA (Euros);Cantabria;Telefonía móvil y servicios relacionados con Internet;2017;102,5
GASTO MEDIO POR PERSONA (Euros);Cantabria;Telefonía móvil y servicios relacionados con Internet;2016;104,9
GASTO MEDIO POR PERSONA (Euros);Castilla y León;Libro y publicaciones periódicas;2023;52,8
GASTO MEDIO POR PERSONA (Euros);Castilla y León;Libro y publicaciones periódicas;2022;63,7
GASTO MEDIO POR PERSONA (Euros);Castilla y León;Libro y publicaciones periódicas;2021;85,4
GASTO MEDIO POR PERSONA (Euros);Castilla y León;Libro y publicaciones periódicas;2020;69,2
GASTO MEDIO POR PERSONA (Euros);Castilla y León;Libro y publicaciones periódicas;2019;60,9
GASTO MEDIO POR PERSONA (Euros);Castilla y León;Libro y publicaciones periódicas;2018;66,4
GASTO MEDIO POR PERSONA (Euros);Castilla y León;Libro y publicaciones periódicas;2017;74,3
GASTO MEDIO POR PERSONA (Euros);Castilla y León;Libro y publicaciones periódicas;2016;80,5
GASTO MEDIO POR PERSONA (Euros);Castilla y León;Servicios culturales;2023;60,3
GASTO MEDIO POR PERSONA (Euros);Castilla y León;Servicios culturales;2022;35,4
GASTO MEDIO POR PERSONA (Euros);Castilla y León;Servicios culturales;2021;32,7
GASTO MEDIO POR PERSONA (Euros);Castilla y León;Servicios culturales;2020;13,9
GASTO MEDIO POR PERSONA (Euros);Castilla y León;Servicios culturales;2019;52,6
GASTO MEDIO POR PERSONA (Euros);Castilla y León;Servicios culturales;2018;79,6
GASTO MEDIO POR PERSONA (Euros);Castilla y León;Servicios culturales;2017;52,4
GASTO MEDIO POR PERSONA (Euros);Castilla y León;Servicios culturales;2016;61,1
GASTO MEDIO POR PERSONA (Euros);Castilla y León;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2023;72,1
GASTO MEDIO POR PERSONA (Euros);Castilla y León;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2022;61,2
GASTO MEDIO POR PERSONA (Euros);Castilla y León;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2021;76,8
GASTO MEDIO POR PERSONA (Euros);Castilla y León;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2020;77,6
GASTO MEDIO POR PERSONA (Euros);Castilla y León;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2019;59,8
GASTO MEDIO POR PERSONA (Euros);Castilla y León;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2018;69,0
GASTO MEDIO POR PERSONA (Euros);Castilla y León;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2017;63,9
GASTO MEDIO POR PERSONA (Euros);Castilla y León;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2016;57,7
GASTO MEDIO POR PERSONA (Euros);Castilla y León;Telefonía móvil y servicios relacionados con Internet;2023;65,5
GASTO MEDIO POR PERSONA (Euros);Castilla y León;Telefonía móvil y servicios relacionados con Internet;2022;72,7
GASTO MEDIO POR PERSONA (Euros);Castilla y León;Telefonía móvil y servicios relacionados con Internet;2021;80,8
GASTO MEDIO POR PERSONA (Euros);Castilla y León;Telefonía móvil y servicios relacionados con Internet;2020;85,0
GASTO MEDIO POR PERSONA (Euros);Castilla y León;Telefonía móvil y servicios relacionados con Internet;2019;81,7
GASTO MEDIO POR PERSONA (Euros);Castilla y León;Telefonía móvil y servicios relacionados con Internet;2018;99,3
GASTO MEDIO POR PERSONA (Euros);Castilla y León;Telefonía móvil y servicios relacionados con Internet;2017;95,5
GASTO MEDIO POR PERSONA (Euros);Castilla y León;Telefonía móvil y servicios relacionados con Internet;2016;104,2
GASTO MEDIO POR PERSONA (Euros);Castilla-La Mancha;Libro y publicaciones periódicas;2023;36,6
GASTO MEDIO POR PERSONA (Euros);Castilla-La Mancha;Libro y publicaciones periódicas;2022;34,0
GASTO MEDIO POR PERSONA (Euros);Castilla-La Mancha;Libro y publicaciones periódicas;2021;30,3
GASTO MEDIO POR PERSONA (Euros);Castilla-La Mancha;Libro y publicaciones periódicas;2020;43,2
GASTO MEDIO POR PERSONA (Euros);Castilla-La Mancha;Libro y publicaciones periódicas;2019;41,4
GASTO MEDIO POR PERSONA (Euros);Castilla-La Mancha;Libro y publicaciones periódicas;2018;45,5
GASTO MEDIO POR PERSONA (Euros);Castilla-La Mancha;Libro y publicaciones periódicas;2017;38,9
GASTO MEDIO POR PERSONA (Euros);Castilla-La Mancha;Libro y publicaciones periódicas;2016;50,6
GASTO MEDIO POR PERSONA (Euros);Castilla-La Mancha;Servicios culturales;2023;41,0
GASTO MEDIO POR PERSONA (Euros);Castilla-La Mancha;Servicios culturales;2022;23,0
GASTO MEDIO POR PERSONA (Euros);Castilla-La Mancha;Servicios culturales;2021;12,4
GASTO MEDIO POR PERSONA (Euros);Castilla-La Mancha;Servicios culturales;2020;16,6
GASTO MEDIO POR PERSONA (Euros);Castilla-La Mancha;Servicios culturales;2019;49,0
GASTO MEDIO POR PERSONA (Euros);Castilla-La Mancha;Servicios culturales;2018;43,2
GASTO MEDIO POR PERSONA (Euros);Castilla-La Mancha;Servicios culturales;2017;44,5
GASTO MEDIO POR PERSONA (Euros);Castilla-La Mancha;Servicios culturales;2016;44,8
GASTO MEDIO POR PERSONA (Euros);Castilla-La Mancha;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2023;55,6
GASTO MEDIO POR PERSONA (Euros);Castilla-La Mancha;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2022;57,6
GASTO MEDIO POR PERSONA (Euros);Castilla-La Mancha;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2021;47,2
GASTO MEDIO POR PERSONA (Euros);Castilla-La Mancha;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2020;54,4
GASTO MEDIO POR PERSONA (Euros);Castilla-La Mancha;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2019;50,3
GASTO MEDIO POR PERSONA (Euros);Castilla-La Mancha;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2018;53,3
GASTO MEDIO POR PERSONA (Euros);Castilla-La Mancha;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2017;55,6
GASTO MEDIO POR PERSONA (Euros);Castilla-La Mancha;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2016;61,6
GASTO MEDIO POR PERSONA (Euros);Castilla-La Mancha;Telefonía móvil y servicios relacionados con Internet;2023;84,1
GASTO MEDIO POR PERSONA (Euros);Castilla-La Mancha;Telefonía móvil y servicios relacionados con Internet;2022;84,2
GASTO MEDIO POR PERSONA (Euros);Castilla-La Mancha;Telefonía móvil y servicios relacionados con Internet;2021;76,0
GASTO MEDIO POR PERSONA (Euros);Castilla-La Mancha;Telefonía móvil y servicios relacionados con Internet;2020;87,0
GASTO MEDIO POR PERSONA (Euros);Castilla-La Mancha;Telefonía móvil y servicios relacionados con Internet;2019;101,0
GASTO MEDIO POR PERSONA (Euros);Castilla-La Mancha;Telefonía móvil y servicios relacionados con Internet;2018;96,6
GASTO MEDIO POR PERSONA (Euros);Castilla-La Mancha;Telefonía móvil y servicios relacionados con Internet;2017;101,0
GASTO MEDIO POR PERSONA (Euros);Castilla-La Mancha;Telefonía móvil y servicios relacionados con Internet;2016;103,6
GASTO MEDIO POR PERSONA (Euros);Cataluña;Libro y publicaciones periódicas;2023;41,6
GASTO MEDIO POR PERSONA (Euros);Cataluña;Libro y publicaciones periódicas;2022;65,7
GASTO MEDIO POR PERSONA (Euros);Cataluña;Libro y publicaciones periódicas;2021;43,2
GASTO MEDIO POR PERSONA (Euros);Cataluña;Libro y publicaciones periódicas;2020;46,2
GASTO MEDIO POR PERSONA (Euros);Cataluña;Libro y publicaciones periódicas;2019;54,4
GASTO MEDIO POR PERSONA (Euros);Cataluña;Libro y publicaciones periódicas;2018;53,2
GASTO MEDIO POR PERSONA (Euros);Cataluña;Libro y publicaciones periódicas;2017;67,3
GASTO MEDIO POR PERSONA (Euros);Cataluña;Libro y publicaciones periódicas;2016;84,3
GASTO MEDIO POR PERSONA (Euros);Cataluña;Servicios culturales;2023;42,0
GASTO MEDIO POR PERSONA (Euros);Cataluña;Servicios culturales;2022;39,5
GASTO MEDIO POR PERSONA (Euros);Cataluña;Servicios culturales;2021;26,7
GASTO MEDIO POR PERSONA (Euros);Cataluña;Servicios culturales;2020;19,2
GASTO MEDIO POR PERSONA (Euros);Cataluña;Servicios culturales;2019;54,0
GASTO MEDIO POR PERSONA (Euros);Cataluña;Servicios culturales;2018;49,6
GASTO MEDIO POR PERSONA (Euros);Cataluña;Servicios culturales;2017;64,1
GASTO MEDIO POR PERSONA (Euros);Cataluña;Servicios culturales;2016;66,3
GASTO MEDIO POR PERSONA (Euros);Cataluña;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2023;77,5
GASTO MEDIO POR PERSONA (Euros);Cataluña;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2022;89,8
GASTO MEDIO POR PERSONA (Euros);Cataluña;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2021;99,7
GASTO MEDIO POR PERSONA (Euros);Cataluña;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2020;83,1
GASTO MEDIO POR PERSONA (Euros);Cataluña;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2019;77,6
GASTO MEDIO POR PERSONA (Euros);Cataluña;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2018;74,6
GASTO MEDIO POR PERSONA (Euros);Cataluña;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2017;73,4
GASTO MEDIO POR PERSONA (Euros);Cataluña;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2016;74,7
GASTO MEDIO POR PERSONA (Euros);Cataluña;Telefonía móvil y servicios relacionados con Internet;2023;85,7
GASTO MEDIO POR PERSONA (Euros);Cataluña;Telefonía móvil y servicios relacionados con Internet;2022;82,1
GASTO MEDIO POR PERSONA (Euros);Cataluña;Telefonía móvil y servicios relacionados con Internet;2021;74,9
GASTO MEDIO POR PERSONA (Euros);Cataluña;Telefonía móvil y servicios relacionados con Internet;2020;87,8
GASTO MEDIO POR PERSONA (Euros);Cataluña;Telefonía móvil y servicios relacionados con Internet;2019;89,3
GASTO MEDIO POR PERSONA (Euros);Cataluña;Telefonía móvil y servicios relacionados con Internet;2018;91,6
GASTO MEDIO POR PERSONA (Euros);Cataluña;Telefonía móvil y servicios relacionados con Internet;2017;100,3
GASTO MEDIO POR PERSONA (Euros);Cataluña;Telefonía móvil y servicios relacionados con Internet;2016;108,8
GASTO MEDIO POR PERSONA (Euros);Comunitat Valenciana;Libro y publicaciones periódicas;2023;30,7
GASTO MEDIO POR PERSONA (Euros);Comunitat Valenciana;Libro y publicaciones periódicas;2022;35,9
GASTO MEDIO POR PERSONA (Euros);Comunitat Valenciana;Libro y publicaciones periódicas;2021;39,1
GASTO MEDIO POR PERSONA (Euros);Comunitat Valenciana;Libro y publicaciones periódicas;2020;43,2
GASTO MEDIO POR PERSONA (Euros);Comunitat Valenciana;Libro y publicaciones periódicas;2019;46,7
GASTO MEDIO POR PERSONA (Euros);Comunitat Valenciana;Libro y publicaciones periódicas;2018;53,9
GASTO MEDIO POR PERSONA (Euros);Comunitat Valenciana;Libro y publicaciones periódicas;2017;50,6
GASTO MEDIO POR PERSONA (Euros);Comunitat Valenciana;Libro y publicaciones periódicas;2016;64,2
GASTO MEDIO POR PERSONA (Euros);Comunitat Valenciana;Servicios culturales;2023;58,0
GASTO MEDIO POR PERSONA (Euros);Comunitat Valenciana;Servicios culturales;2022;38,4
GASTO MEDIO POR PERSONA (Euros);Comunitat Valenciana;Servicios culturales;2021;31,7
GASTO MEDIO POR PERSONA (Euros);Comunitat Valenciana;Servicios culturales;2020;21,2
GASTO MEDIO POR PERSONA (Euros);Comunitat Valenciana;Servicios culturales;2019;66,8
GASTO MEDIO POR PERSONA (Euros);Comunitat Valenciana;Servicios culturales;2018;66,8
GASTO MEDIO POR PERSONA (Euros);Comunitat Valenciana;Servicios culturales;2017;56,7
GASTO MEDIO POR PERSONA (Euros);Comunitat Valenciana;Servicios culturales;2016;52,3
GASTO MEDIO POR PERSONA (Euros);Comunitat Valenciana;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2023;75,6
GASTO MEDIO POR PERSONA (Euros);Comunitat Valenciana;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2022;81,6
GASTO MEDIO POR PERSONA (Euros);Comunitat Valenciana;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2021;94,2
GASTO MEDIO POR PERSONA (Euros);Comunitat Valenciana;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2020;93,5
GASTO MEDIO POR PERSONA (Euros);Comunitat Valenciana;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2019;76,8
GASTO MEDIO POR PERSONA (Euros);Comunitat Valenciana;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2018;80,1
GASTO MEDIO POR PERSONA (Euros);Comunitat Valenciana;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2017;71,8
GASTO MEDIO POR PERSONA (Euros);Comunitat Valenciana;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2016;76,2
GASTO MEDIO POR PERSONA (Euros);Comunitat Valenciana;Telefonía móvil y servicios relacionados con Internet;2023;71,2
GASTO MEDIO POR PERSONA (Euros);Comunitat Valenciana;Telefonía móvil y servicios relacionados con Internet;2022;75,5
GASTO MEDIO POR PERSONA (Euros);Comunitat Valenciana;Telefonía móvil y servicios relacionados con Internet;2021;81,6
GASTO MEDIO POR PERSONA (Euros);Comunitat Valenciana;Telefonía móvil y servicios relacionados con Internet;2020;80,6
GASTO MEDIO POR PERSONA (Euros);Comunitat Valenciana;Telefonía móvil y servicios relacionados con Internet;2019;97,9
GASTO MEDIO POR PERSONA (Euros);Comunitat Valenciana;Telefonía móvil y servicios relacionados con Internet;2018;111,9
GASTO MEDIO POR PERSONA (Euros);Comunitat Valenciana;Telefonía móvil y servicios relacionados con Internet;2017;107,2
GASTO MEDIO POR PERSONA (Euros);Comunitat Valenciana;Telefonía móvil y servicios relacionados con Internet;2016;108,7
GASTO MEDIO POR PERSONA (Euros);Extremadura;Libro y publicaciones periódicas;2023;34,5
GASTO MEDIO POR PERSONA (Euros);Extremadura;Libro y publicaciones periódicas;2022;32,9
GASTO MEDIO POR PERSONA (Euros);Extremadura;Libro y publicaciones periódicas;2021;39,8
GASTO MEDIO POR PERSONA (Euros);Extremadura;Libro y publicaciones periódicas;2020;35,0
GASTO MEDIO POR PERSONA (Euros);Extremadura;Libro y publicaciones periódicas;2019;33,7
GASTO MEDIO POR PERSONA (Euros);Extremadura;Libro y publicaciones periódicas;2018;36,2
GASTO MEDIO POR PERSONA (Euros);Extremadura;Libro y publicaciones periódicas;2017;38,8
GASTO MEDIO POR PERSONA (Euros);Extremadura;Libro y publicaciones periódicas;2016;44,2
GASTO MEDIO POR PERSONA (Euros);Extremadura;Servicios culturales;2023;31,3
GASTO MEDIO POR PERSONA (Euros);Extremadura;Servicios culturales;2022;43,2
GASTO MEDIO POR PERSONA (Euros);Extremadura;Servicios culturales;2021;24,2
GASTO MEDIO POR PERSONA (Euros);Extremadura;Servicios culturales;2020;10,2
GASTO MEDIO POR PERSONA (Euros);Extremadura;Servicios culturales;2019;27,0
GASTO MEDIO POR PERSONA (Euros);Extremadura;Servicios culturales;2018;25,2
GASTO MEDIO POR PERSONA (Euros);Extremadura;Servicios culturales;2017;29,3
GASTO MEDIO POR PERSONA (Euros);Extremadura;Servicios culturales;2016;43,9
GASTO MEDIO POR PERSONA (Euros);Extremadura;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2023;52,7
GASTO MEDIO POR PERSONA (Euros);Extremadura;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2022;46,7
GASTO MEDIO POR PERSONA (Euros);Extremadura;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2021;64,0
GASTO MEDIO POR PERSONA (Euros);Extremadura;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2020;63,9
GASTO MEDIO POR PERSONA (Euros);Extremadura;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2019;48,0
GASTO MEDIO POR PERSONA (Euros);Extremadura;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2018;46,2
GASTO MEDIO POR PERSONA (Euros);Extremadura;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2017;47,8
GASTO MEDIO POR PERSONA (Euros);Extremadura;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2016;39,4
GASTO MEDIO POR PERSONA (Euros);Extremadura;Telefonía móvil y servicios relacionados con Internet;2023;83,8
GASTO MEDIO POR PERSONA (Euros);Extremadura;Telefonía móvil y servicios relacionados con Internet;2022;79,5
GASTO MEDIO POR PERSONA (Euros);Extremadura;Telefonía móvil y servicios relacionados con Internet;2021;79,4
GASTO MEDIO POR PERSONA (Euros);Extremadura;Telefonía móvil y servicios relacionados con Internet;2020;89,7
GASTO MEDIO POR PERSONA (Euros);Extremadura;Telefonía móvil y servicios relacionados con Internet;2019;85,1
GASTO MEDIO POR PERSONA (Euros);Extremadura;Telefonía móvil y servicios relacionados con Internet;2018;102,1
GASTO MEDIO POR PERSONA (Euros);Extremadura;Telefonía móvil y servicios relacionados con Internet;2017;111,0
GASTO MEDIO POR PERSONA (Euros);Extremadura;Telefonía móvil y servicios relacionados con Internet;2016;116,5
GASTO MEDIO POR PERSONA (Euros);Galicia;Libro y publicaciones periódicas;2023;58,3
GASTO MEDIO POR PERSONA (Euros);Galicia;Libro y publicaciones periódicas;2022;53,8
GASTO MEDIO POR PERSONA (Euros);Galicia;Libro y publicaciones periódicas;2021;62,5
GASTO MEDIO POR PERSONA (Euros);Galicia;Libro y publicaciones periódicas;2020;67,4
GASTO MEDIO POR PERSONA (Euros);Galicia;Libro y publicaciones periódicas;2019;51,2
GASTO MEDIO POR PERSONA (Euros);Galicia;Libro y publicaciones periódicas;2018;52,6
GASTO MEDIO POR PERSONA (Euros);Galicia;Libro y publicaciones periódicas;2017;48,8
GASTO MEDIO POR PERSONA (Euros);Galicia;Libro y publicaciones periódicas;2016;55,4
GASTO MEDIO POR PERSONA (Euros);Galicia;Servicios culturales;2023;56,6
GASTO MEDIO POR PERSONA (Euros);Galicia;Servicios culturales;2022;36,2
GASTO MEDIO POR PERSONA (Euros);Galicia;Servicios culturales;2021;18,7
GASTO MEDIO POR PERSONA (Euros);Galicia;Servicios culturales;2020;21,1
GASTO MEDIO POR PERSONA (Euros);Galicia;Servicios culturales;2019;38,7
GASTO MEDIO POR PERSONA (Euros);Galicia;Servicios culturales;2018;30,1
GASTO MEDIO POR PERSONA (Euros);Galicia;Servicios culturales;2017;30,8
GASTO MEDIO POR PERSONA (Euros);Galicia;Servicios culturales;2016;32,4
GASTO MEDIO POR PERSONA (Euros);Galicia;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2023;73,2
GASTO MEDIO POR PERSONA (Euros);Galicia;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2022;75,7
GASTO MEDIO POR PERSONA (Euros);Galicia;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2021;76,4
GASTO MEDIO POR PERSONA (Euros);Galicia;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2020;67,9
GASTO MEDIO POR PERSONA (Euros);Galicia;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2019;44,5
GASTO MEDIO POR PERSONA (Euros);Galicia;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2018;57,4
GASTO MEDIO POR PERSONA (Euros);Galicia;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2017;65,0
GASTO MEDIO POR PERSONA (Euros);Galicia;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2016;66,2
GASTO MEDIO POR PERSONA (Euros);Galicia;Telefonía móvil y servicios relacionados con Internet;2023;79,3
GASTO MEDIO POR PERSONA (Euros);Galicia;Telefonía móvil y servicios relacionados con Internet;2022;82,7
GASTO MEDIO POR PERSONA (Euros);Galicia;Telefonía móvil y servicios relacionados con Internet;2021;73,3
GASTO MEDIO POR PERSONA (Euros);Galicia;Telefonía móvil y servicios relacionados con Internet;2020;83,3
GASTO MEDIO POR PERSONA (Euros);Galicia;Telefonía móvil y servicios relacionados con Internet;2019;92,4
GASTO MEDIO POR PERSONA (Euros);Galicia;Telefonía móvil y servicios relacionados con Internet;2018;96,0
GASTO MEDIO POR PERSONA (Euros);Galicia;Telefonía móvil y servicios relacionados con Internet;2017;97,6
GASTO MEDIO POR PERSONA (Euros);Galicia;Telefonía móvil y servicios relacionados con Internet;2016;104,4
GASTO MEDIO POR PERSONA (Euros);Madrid (Comunidad de);Libro y publicaciones periódicas;2023;53,5
GASTO MEDIO POR PERSONA (Euros);Madrid (Comunidad de);Libro y publicaciones periódicas;2022;58,5
GASTO MEDIO POR PERSONA (Euros);Madrid (Comunidad de);Libro y publicaciones periódicas;2021;52,2
GASTO MEDIO POR PERSONA (Euros);Madrid (Comunidad de);Libro y publicaciones periódicas;2020;61,9
GASTO MEDIO POR PERSONA (Euros);Madrid (Comunidad de);Libro y publicaciones periódicas;2019;71,7
GASTO MEDIO POR PERSONA (Euros);Madrid (Comunidad de);Libro y publicaciones periódicas;2018;78,7
GASTO MEDIO POR PERSONA (Euros);Madrid (Comunidad de);Libro y publicaciones periódicas;2017;85,3
GASTO MEDIO POR PERSONA (Euros);Madrid (Comunidad de);Libro y publicaciones periódicas;2016;89,9
GASTO MEDIO POR PERSONA (Euros);Madrid (Comunidad de);Servicios culturales;2023;75,6
GASTO MEDIO POR PERSONA (Euros);Madrid (Comunidad de);Servicios culturales;2022;53,6
GASTO MEDIO POR PERSONA (Euros);Madrid (Comunidad de);Servicios culturales;2021;51,9
GASTO MEDIO POR PERSONA (Euros);Madrid (Comunidad de);Servicios culturales;2020;30,5
GASTO MEDIO POR PERSONA (Euros);Madrid (Comunidad de);Servicios culturales;2019;102,6
GASTO MEDIO POR PERSONA (Euros);Madrid (Comunidad de);Servicios culturales;2018;80,0
GASTO MEDIO POR PERSONA (Euros);Madrid (Comunidad de);Servicios culturales;2017;79,7
GASTO MEDIO POR PERSONA (Euros);Madrid (Comunidad de);Servicios culturales;2016;85,1
