Indicador;Comunidad autónoma;Grupos de gasto;periodo;Total
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Canarias;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2016;95,8
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Canarias;Telefonía móvil y servicios relacionados con Internet;2023;110,4
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Canarias;Telefonía móvil y servicios relacionados con Internet;2022;125,3
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Canarias;Telefonía móvil y servicios relacionados con Internet;2021;115,8
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Canarias;Telefonía móvil y servicios relacionados con Internet;2020;122,4
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Canarias;Telefonía móvil y servicios relacionados con Internet;2019;141,4
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Canarias;Telefonía móvil y servicios relacionados con Internet;2018;152,3
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Canarias;Telefonía móvil y servicios relacionados con Internet;2017;180,7
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Canarias;Telefonía móvil y servicios relacionados con Internet;2016;174,9
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Cantabria;Libro y publicaciones periódicas;2023;68,1
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Cantabria;Libro y publicaciones periódicas;2022;55,4
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Cantabria;Libro y publicaciones periódicas;2021;60,7
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Cantabria;Libro y publicaciones periódicas;2020;56,1
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Cantabria;Libro y publicaciones periódicas;2019;83,9
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Cantabria;Libro y publicaciones periódicas;2018;83,5
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Cantabria;Libro y publicaciones periódicas;2017;100,1
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Cantabria;Libro y publicaciones periódicas;2016;106,1
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Cantabria;Servicios culturales;2023;48,6
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Cantabria;Servicios culturales;2022;34,2
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Cantabria;Servicios culturales;2021;30,3
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Cantabria;Servicios culturales;2020;23,5
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Cantabria;Servicios culturales;2019;69,9
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Cantabria;Servicios culturales;2018;62,5
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Cantabria;Servicios culturales;2017;70,9
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Cantabria;Servicios culturales;2016;83,8
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Cantabria;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2023;86,2
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Cantabria;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2022;85,5
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Cantabria;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2021;107,9
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Cantabria;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2020;82,2
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Cantabria;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2019;96,9
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Cantabria;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2018;110,0
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Cantabria;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2017;103,5
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Cantabria;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2016;81,3
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Cantabria;Telefonía móvil y servicios relacionados con Internet;2023;85,9
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Cantabria;Telefonía móvil y servicios relacionados con Internet;2022;106,5
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Cantabria;Telefonía móvil y servicios relacionados con Internet;2021;99,3
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Cantabria;Telefonía móvil y servicios relacionados con Internet;2020;93,2
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Cantabria;Telefonía móvil y servicios relacionados con Internet;2019;131,8
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Cantabria;Telefonía móvil y servicios relacionados con Internet;2018;130,2
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Cantabria;Telefonía móvil y servicios relacionados con Internet;2017;149,7
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Cantabria;Telefonía móvil y servicios relacionados con Internet;2016;153,4
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Castilla y León;Libro y publicaciones periódicas;2023;75,2
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Castilla y León;Libro y publicaciones periódicas;2022;90,8
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Castilla y León;Libro y publicaciones periódicas;2021;122,0
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Castilla y León;Libro y publicaciones periódicas;2020;99,1
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Castilla y León;Libro y publicaciones periódicas;2019;87,5
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Castilla y León;Libro y publicaciones periódicas;2018;95,5
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Castilla y León;Libro y publicaciones periódicas;2017;107,2
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Castilla y León;Libro y publicaciones periódicas;2016;116,2
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Castilla y León;Servicios culturales;2023;86,0
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Castilla y León;Servicios culturales;2022;50,4
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Castilla y León;Servicios culturales;2021;46,7
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Castilla y León;Servicios culturales;2020;19,9
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Castilla y León;Servicios culturales;2019;75,5
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Castilla y León;Servicios culturales;2018;114,5
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Castilla y León;Servicios culturales;2017;75,6
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Castilla y León;Servicios culturales;2016;88,2
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Castilla y León;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2023;102,6
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Castilla y León;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2022;87,3
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Castilla y León;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2021;109,8
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Castilla y León;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2020;111,2
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Castilla y León;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2019;85,9
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Castilla y León;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2018;99,2
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Castilla y León;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2017;92,1
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Castilla y León;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2016;83,3
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Castilla y León;Telefonía móvil y servicios relacionados con Internet;2023;93,2
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Castilla y León;Telefonía móvil y servicios relacionados con Internet;2022;103,7
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Castilla y León;Telefonía móvil y servicios relacionados con Internet;2021;115,4
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Castilla y León;Telefonía móvil y servicios relacionados con Internet;2020;121,8
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Castilla y León;Telefonía móvil y servicios relacionados con Internet;2019;117,4
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Castilla y León;Telefonía móvil y servicios relacionados con Internet;2018;142,8
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Castilla y León;Telefonía móvil y servicios relacionados con Internet;2017;137,7
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Castilla y León;Telefonía móvil y servicios relacionados con Internet;2016;150,5
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Castilla-La Mancha;Libro y publicaciones periódicas;2023;54,3
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Castilla-La Mancha;Libro y publicaciones periódicas;2022;50,6
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Castilla-La Mancha;Libro y publicaciones periódicas;2021;45,1
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Castilla-La Mancha;Libro y publicaciones periódicas;2020;64,5
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Castilla-La Mancha;Libro y publicaciones periódicas;2019;61,8
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Castilla-La Mancha;Libro y publicaciones periódicas;2018;68,1
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Castilla-La Mancha;Libro y publicaciones periódicas;2017;58,3
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Castilla-La Mancha;Libro y publicaciones periódicas;2016;75,8
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Castilla-La Mancha;Servicios culturales;2023;60,7
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Castilla-La Mancha;Servicios culturales;2022;34,3
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Castilla-La Mancha;Servicios culturales;2021;18,4
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Castilla-La Mancha;Servicios culturales;2020;24,7
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Castilla-La Mancha;Servicios culturales;2019;73,3
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Castilla-La Mancha;Servicios culturales;2018;64,6
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Castilla-La Mancha;Servicios culturales;2017;66,7
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Castilla-La Mancha;Servicios culturales;2016;67,2
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Castilla-La Mancha;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2023;82,2
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Castilla-La Mancha;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2022;85,7
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Castilla-La Mancha;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2021;70,3
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Castilla-La Mancha;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2020;81,3
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Castilla-La Mancha;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2019;75,2
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Castilla-La Mancha;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2018;79,7
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Castilla-La Mancha;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2017;83,4
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Castilla-La Mancha;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2016;92,4
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Castilla-La Mancha;Telefonía móvil y servicios relacionados con Internet;2023;124,6
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Castilla-La Mancha;Telefonía móvil y servicios relacionados con Internet;2022;125,3
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Castilla-La Mancha;Telefonía móvil y servicios relacionados con Internet;2021;113,1
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Castilla-La Mancha;Telefonía móvil y servicios relacionados con Internet;2020;130,0
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Castilla-La Mancha;Telefonía móvil y servicios relacionados con Internet;2019;151,1
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Castilla-La Mancha;Telefonía móvil y servicios relacionados con Internet;2018;144,5
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Castilla-La Mancha;Telefonía móvil y servicios relacionados con Internet;2017;151,5
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Castilla-La Mancha;Telefonía móvil y servicios relacionados con Internet;2016;155,3
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Cataluña;Libro y publicaciones periódicas;2023;61,6
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Cataluña;Libro y publicaciones periódicas;2022;96,9
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Cataluña;Libro y publicaciones periódicas;2021;63,9
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Cataluña;Libro y publicaciones periódicas;2020;68,3
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Cataluña;Libro y publicaciones periódicas;2019;80,4
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Cataluña;Libro y publicaciones periódicas;2018;78,7
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Cataluña;Libro y publicaciones periódicas;2017;99,9
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Cataluña;Libro y publicaciones periódicas;2016;125,3
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Cataluña;Servicios culturales;2023;62,3
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Cataluña;Servicios culturales;2022;58,3
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Cataluña;Servicios culturales;2021;39,5
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Cataluña;Servicios culturales;2020;28,4
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Cataluña;Servicios culturales;2019;79,9
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Cataluña;Servicios culturales;2018;73,4
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Cataluña;Servicios culturales;2017;95,0
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Cataluña;Servicios culturales;2016;98,5
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Cataluña;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2023;114,9
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Cataluña;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2022;132,5
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Cataluña;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2021;147,3
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Cataluña;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2020;122,8
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Cataluña;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2019;114,7
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Cataluña;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2018;110,3
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Cataluña;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2017;108,9
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Cataluña;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2016;111,1
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Cataluña;Telefonía móvil y servicios relacionados con Internet;2023;127,0
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Cataluña;Telefonía móvil y servicios relacionados con Internet;2022;121,2
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Cataluña;Telefonía móvil y servicios relacionados con Internet;2021;110,7
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Cataluña;Telefonía móvil y servicios relacionados con Internet;2020;129,8
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Cataluña;Telefonía móvil y servicios relacionados con Internet;2019;132,0
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Cataluña;Telefonía móvil y servicios relacionados con Internet;2018;135,5
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Cataluña;Telefonía móvil y servicios relacionados con Internet;2017;148,7
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Cataluña;Telefonía móvil y servicios relacionados con Internet;2016;161,7
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Comunitat Valenciana;Libro y publicaciones periódicas;2023;45,1
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Comunitat Valenciana;Libro y publicaciones periódicas;2022;52,7
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Comunitat Valenciana;Libro y publicaciones periódicas;2021;57,5
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Comunitat Valenciana;Libro y publicaciones periódicas;2020;63,8
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Comunitat Valenciana;Libro y publicaciones periódicas;2019;69,1
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Comunitat Valenciana;Libro y publicaciones periódicas;2018;79,8
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Comunitat Valenciana;Libro y publicaciones periódicas;2017;74,8
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Comunitat Valenciana;Libro y publicaciones periódicas;2016;95,0
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Comunitat Valenciana;Servicios culturales;2023;85,2
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Comunitat Valenciana;Servicios culturales;2022;56,4
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Comunitat Valenciana;Servicios culturales;2021;46,6
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Comunitat Valenciana;Servicios culturales;2020;31,2
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Comunitat Valenciana;Servicios culturales;2019;98,7
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Comunitat Valenciana;Servicios culturales;2018;98,9
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Comunitat Valenciana;Servicios culturales;2017;83,9
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Comunitat Valenciana;Servicios culturales;2016;77,3
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Comunitat Valenciana;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2023;111,1
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Comunitat Valenciana;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2022;119,8
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Comunitat Valenciana;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2021;138,6
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Comunitat Valenciana;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2020;138,1
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Comunitat Valenciana;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2019;113,5
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Comunitat Valenciana;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2018;118,4
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Comunitat Valenciana;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2017;106,0
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Comunitat Valenciana;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2016;112,7
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Comunitat Valenciana;Telefonía móvil y servicios relacionados con Internet;2023;104,7
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Comunitat Valenciana;Telefonía móvil y servicios relacionados con Internet;2022;110,8
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Comunitat Valenciana;Telefonía móvil y servicios relacionados con Internet;2021;120,1
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Comunitat Valenciana;Telefonía móvil y servicios relacionados con Internet;2020;118,9
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Comunitat Valenciana;Telefonía móvil y servicios relacionados con Internet;2019;144,6
